timestamp,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
133064.5393776999,-1692.0088944743748,-3523.52236026047,-2921.4019877272235,-2874.311402357984,-3232.596594628286,-3528.685613229646,-1723.5555878049838,-1966.081619410261
133064.5241932,-1651.292397980976,-3464.2409937669036,-3017.143589625489,-2946.094029676203,-3149.244494832396,-3439.2182158491873,-1822.7592653717716,-2050.851832618038
133064.52819319998,-1581.796982763348,-3422.894806722678,-2959.659443084531,-3034.606937719219,-3213.925903087962,-3335.6692194618845,-1732.326552027649,-2108.5918018592065
133064.53219319996,-1670.5679836056213,-3353.273662942489,-2920.516998345196,-2971.340325038472,-3308.261440561586,-3409.3943530716724,-1623.8404394607771,-2031.6443499647798
133064.53619319995,-1751.103588977139,-3444.4373481795014,-2855.475517456295,-2932.875068306931,-3251.968572150895,-3526.296072048971,-1697.3025908272077,-1963.949472536829
133064.54019319994,-1671.6272467451986,-3525.218648117024,-2942.696564518996,-2875.7731715207606,-3213.39854161722,-3462.425962267931,-1819.6967271353874,-2032.0610004512669
133064.54419319992,-1582.428594167214,-3443.5635346697018,-3018.392842592936,-2967.0040866141426,-3149.146356704397,-3416.043997047126,-1756.0576435880535,-2110.1545031180385
133064.5481931999,-1648.6005843811436,-3353.7629565984557,-2939.924948206538,-3034.2178776672936,-3234.934447399908,-3334.562808111347,-1708.3707206616666,-2049.5467002894525
133064.5521931999,-1749.230058771975,-3422.036360037191,-2855.5313968174337,-2951.813980780719,-3309.578098008406,-3434.629472561714,-1622.2807067930053,-2014.5899689453804
133064.55619319988,-1748.0359866736517,-3523.52236026047,-2921.4019877272235,-2874.311402357984,-3232.596594628286,-3528.685613229646,-1723.5555878049838,-1966.081619410261
133064.52449749998,-1651.292397980976,-3521.8257231579096,-3017.143589625489,-2946.094029676203,-3149.244494832396,-3439.2182158491873,-1822.7592653717716,-2050.851832618038
133064.52849749997,-1581.796982763348,-3422.894806722678,-3015.049161320825,-3034.606937719219,-3213.925903087962,-3335.6692194618845,-1732.326552027649,-2108.5918018592065
133064.53249749995,-1670.5679836056213,-3353.273662942489,-2920.516998345196,-3029.4862927629106,-3308.261440561586,-3409.3943530716724,-1623.8404394607771,-2031.6443499647798
133064.53649749994,-1751.103588977139,-3444.4373481795014,-2855.475517456295,-2932.875068306931,-3306.3437307365216,-3526.296072048971,-1697.3025908272077,-1963.949472536829
133064.54049749993,-1671.6272467451986,-3525.218648117024,-2942.696564518996,-2875.7731715207606,-3213.39854161722,-3525.7261025653606,-1819.6967271353874,-2032.0610004512669
133064.5444974999,-1582.428594167214,-3443.5635346697018,-3018.392842592936,-2967.0040866141426,-3149.146356704397,-3416.043997047126,-1820.1383487113833,-2110.1545031180385
133064.5484974999,-1648.6005843811436,-3353.7629565984557,-2939.924948206538,-3034.2178776672936,-3234.934447399908,-3334.562808111347,-1708.3707206616666,-2103.8984593926025
133064.55249749988,-1693.0302644221802,-3422.036360037191,-2855.5313968174337,-2951.813980780719,-3309.578098008406,-3434.629472561714,-1622.2807067930053,-2014.5899689453804
133064.55649749987,-1748.0359866736517,-3467.2539390702773,-2921.4019877272235,-2874.311402357984,-3232.596594628286,-3528.685613229646,-1723.5555878049838,-1966.081619410261
133064.5248134,-1651.292397980976,-3521.8257231579096,-2964.2726335925026,-2946.094029676203,-3149.244494832396,-3439.2182158491873,-1822.7592653717716,-2050.851832618038
133064.5288134,-1581.796982763348,-3422.894806722678,-3015.049161320825,-2987.987834459583,-3213.925903087962,-3335.6692194618845,-1732.326552027649,-2108.5918018592065
133064.53281339997,-1670.5679836056213,-3353.273662942489,-2920.516998345196,-3029.4862927629106,-3256.211212645318,-3409.3943530716724,-1623.8404394607771,-2031.6443499647798
133064.53681339996,-1751.103588977139,-3444.4373481795014,-2855.475517456295,-2932.875068306931,-3306.3437307365216,-3460.789744724601,-1697.3025908272077,-1963.949472536829
133064.54081339994,-1671.6272467451986,-3525.218648117024,-2942.696564518996,-2875.7731715207606,-3213.39854161722,-3525.7261025653606,-1750.5332702475216,-2032.0610004512669
133064.54481339993,-1582.428594167214,-3443.5635346697018,-3018.392842592936,-2967.0040866141426,-3149.146356704397,-3416.043997047126,-1820.1383487113833,-2070.1284659807047
133064.54881339992,-1586.5682070895384,-3353.7629565984557,-2939.924948206538,-3034.2178776672936,-3234.934447399908,-3334.562808111347,-1708.3707206616666,-2103.8984593926025
133064.5528133999,-1693.0302644221802,-3358.44110686375,-2855.5313968174337,-2951.813980780719,-3309.578098008406,-3434.629472561714,-1622.2807067930053,-2014.5899689453804
133064.5568133999,-1748.0359866736517,-3467.2539390702773,-2860.3438321724634,-2874.311402357984,-3232.596594628286,-3528.685613229646,-1723.5555878049838,-1966.081619410261
133064.5251066,-1651.292397980976,-3521.8257231579096,-2964.2726335925026,-2882.4451672406694,-3149.244494832396,-3439.2182158491873,-1822.7592653717716,-2050.851832618038
133064.52910659998,-1581.796982763348,-3422.894806722678,-3015.049161320825,-2987.987834459583,-3153.913913947513,-3335.6692194618845,-1732.326552027649,-2108.5918018592065
133064.53310659996,-1670.5679836056213,-3353.273662942489,-2920.516998345196,-3029.4862927629106,-3256.211212645318,-3339.5964908118835,-1623.8404394607771,-2031.6443499647798
133064.53710659995,-1751.103588977139,-3444.4373481795014,-2855.475517456295,-2932.875068306931,-3306.3437307365216,-3460.789744724601,-1626.5481437539333,-1963.949472536829
133064.54110659994,-1671.6272467451986,-3525.218648117024,-2942.696564518996,-2875.7731715207606,-3213.39854161722,-3525.7261025653606,-1750.5332702475216,-1972.5405750658306
133064.54510659992,-1631.380311508365,-3443.5635346697018,-3018.392842592936,-2967.0040866141426,-3149.146356704397,-3416.043997047126,-1820.1383487113833,-2070.1284659807047
133064.5491065999,-1586.5682070895384,-3402.83167135199,-2939.924948206538,-3034.2178776672936,-3234.934447399908,-3334.562808111347,-1708.3707206616666,-2103.8984593926025
133064.5531065999,-1693.0302644221802,-3358.44110686375,-2901.365918922087,-2951.813980780719,-3309.578098008406,-3434.629472561714,-1622.2807067930053,-2014.5899689453804
133064.55710659988,-1748.0359866736517,-3467.2539390702773,-2860.3438321724634,-2914.844020828637,-3232.596594628286,-3528.685613229646,-1723.5555878049838,-1966.081619410261
133064.5253781,-1651.292397980976,-3521.8257231579096,-2964.2726335925026,-2882.4451672406694,-3194.4823301338947,-3439.2182158491873,-1822.7592653717716,-2050.851832618038
133064.52937809998,-1581.796982763348,-3422.894806722678,-3015.049161320825,-2987.987834459583,-3153.913913947513,-3393.184798143482,-1732.326552027649,-2108.5918018592065
133064.53337809996,-1670.5679836056213,-3353.273662942489,-2920.516998345196,-3029.4862927629106,-3256.211212645318,-3339.5964908118835,-1684.259998691529,-2031.6443499647798
133064.53737809995,-1751.103588977139,-3444.4373481795014,-2855.475517456295,-2932.875068306931,-3306.3437307365216,-3460.789744724601,-1626.5481437539333,-1998.1780259560676
133064.54137809994,-1739.3030902657617,-3525.218648117024,-2942.696564518996,-2875.7731715207606,-3213.39854161722,-3525.7261025653606,-1750.5332702475216,-1972.5405750658306
133064.54537809992,-1631.380311508365,-3512.7980631200153,-3018.392842592936,-2967.0040866141426,-3149.146356704397,-3416.043997047126,-1820.1383487113833,-2070.1284659807047
133064.5493780999,-1586.5682070895384,-3402.83167135199,-3006.126275085065,-3034.2178776672936,-3234.934447399908,-3334.562808111347,-1708.3707206616666,-2103.8984593926025
133064.5533780999,-1693.0302644221802,-3358.44110686375,-2901.365918922087,-3019.5464021544344,-3309.578098008406,-3434.629472561714,-1622.2807067930053,-2014.5899689453804
133064.55737809988,-1748.0359866736517,-3467.2539390702773,-2860.3438321724634,-2914.844020828637,-3297.68487448214,-3528.685613229646,-1723.5555878049838,-1966.081619410261
133064.5412382,-1651.292397980976,-3521.8257231579096,-2964.2726335925026,-2882.4451672406694,-3194.4823301338947,-3516.0837695549453,-1822.7592653717716,-2050.851832618038
133064.5452382,-1581.796982763348,-3422.894806722678,-3015.049161320825,-2987.987834459583,-3153.913913947513,-3393.184798143482,-1810.5080646882136,-2108.5918018592065
133064.54923819998,-1670.5679836056213,-3353.273662942489,-2920.516998345196,-3029.4862927629106,-3256.211212645318,-3339.5964908118835,-1684.259998691529,-2093.814330183188
133064.55323819997,-1713.098987728982,-3444.4373481795014,-2855.475517456295,-2932.875068306931,-3306.3437307365216,-3460.789744724601,-1626.5481437539333,-1998.1780259560676
133064.55723819995,-1739.3030902657617,-3487.600662198742,-2942.696564518996,-2875.7731715207606,-3213.39854161722,-3525.7261025653606,-1750.5332702475216,-1972.5405750658306
133064.56123819994,-1631.380311508365,-3512.7980631200153,-2983.5153900924793,-2967.0040866141426,-3149.146356704397,-3416.043997047126,-1820.1383487113833,-2070.1284659807047
133064.56523819992,-1586.5682070895384,-3402.83167135199,-3006.126275085065,-3005.9834334681555,-3234.934447399908,-3334.562808111347,-1708.3707206616666,-2103.8984593926025
133064.5692381999,-1693.0302644221802,-3358.44110686375,-2901.365918922087,-3019.5464021544344,-3275.1117080583226,-3434.629472561714,-1622.2807067930053,-2014.5899689453804
133064.5732381999,-1748.0359866736517,-3467.2539390702773,-2860.3438321724634,-2914.844020828637,-3297.68487448214,-3483.939516306164,-1723.5555878049838,-1966.081619410261
133064.54152889998,-1651.292397980976,-3521.8257231579096,-2964.2726335925026,-2882.4451672406694,-3194.4823301338947,-3516.0837695549453,-1774.6886957065697,-2050.851832618038
133064.54552889997,-1581.796982763348,-3422.894806722678,-3015.049161320825,-2987.987834459583,-3153.913913947513,-3393.184798143482,-1810.5080646882136,-2085.345289133673
133064.54952889995,-1596.4352799055316,-3353.273662942489,-2920.516998345196,-3029.4862927629106,-3256.211212645318,-3339.5964908118835,-1684.259998691529,-2093.814330183188
133064.55352889994,-1713.098987728982,-3368.776693198287,-2855.475517456295,-2932.875068306931,-3306.3437307365216,-3460.789744724601,-1626.5481437539333,-1998.1780259560676
133064.55752889992,-1739.3030902657617,-3487.600662198742,-2870.3081700014377,-2875.7731715207606,-3213.39854161722,-3525.7261025653606,-1750.5332702475216,-1972.5405750658306
133064.5615288999,-1631.380311508365,-3512.7980631200153,-2983.5153900924793,-2893.701540672963,-3149.146356704397,-3416.043997047126,-1820.1383487113833,-2070.1284659807047
133064.5655288999,-1586.5682070895384,-3402.83167135199,-3006.126275085065,-3005.9834334681555,-3163.6414629836636,-3334.562808111347,-1708.3707206616666,-2103.8984593926025
133064.56952889988,-1693.0302644221802,-3358.44110686375,-2901.365918922087,-3019.5464021544344,-3275.1117080583226,-3350.515317978301,-1622.2807067930053,-2014.5899689453804
133064.57352889987,-1748.0359866736517,-3467.2539390702773,-2860.3438321724634,-2914.844020828637,-3297.68487448214,-3483.939516306164,-1637.4283792365648,-1966.081619410261
133064.5418073,-1651.292397980976,-3521.8257231579096,-2964.2726335925026,-2882.4451672406694,-3194.4823301338947,-3516.0837695549453,-1774.6886957065697,-1983.055324602017
133064.5458073,-1613.361836886327,-3422.894806722678,-3015.049161320825,-2987.987834459583,-3153.913913947513,-3393.184798143482,-1810.5080646882136,-2085.345289133673
133064.54980729998,-1596.4352799055316,-3384.769366356059,-2920.516998345196,-3029.4862927629106,-3256.211212645318,-3339.5964908118835,-1684.259998691529,-2093.814330183188
133064.55380729996,-1713.098987728982,-3368.776693198287,-2884.226671122959,-2932.875068306931,-3306.3437307365216,-3460.789744724601,-1626.5481437539333,-1998.1780259560676
133064.55780729995,-1739.3030902657617,-3487.600662198742,-2870.3081700014377,-2898.9631063931415,-3213.39854161722,-3525.7261025653606,-1750.5332702475216,-1972.5405750658306
133064.56180729994,-1631.380311508365,-3512.7980631200153,-2983.5153900924793,-2893.701540672963,-3177.6179389423655,-3416.043997047126,-1820.1383487113833,-2070.1284659807047
133064.56580729992,-1586.5682070895384,-3402.83167135199,-3006.126275085065,-3005.9834334681555,-3163.6414629836636,-3372.435743614822,-1708.3707206616666,-2103.8984593926025
133064.5698072999,-1693.0302644221802,-3358.44110686375,-2901.365918922087,-3019.5464021544344,-3275.1117080583226,-3350.515317978301,-1662.5395163940807,-2014.5899689453804
133064.5738072999,-1748.0359866736517,-3467.2539390702773,-2860.3438321724634,-2914.844020828637,-3297.68487448214,-3483.939516306164,-1637.4283792365648,-1984.3361843331081
133064.55886649998,-1726.0935585386824,-3521.8257231579096,-2964.2726335925026,-2882.4451672406694,-3194.4823301338947,-3516.0837695549453,-1774.6886957065697,-1983.055324602017
