phase,mode,n_windows,sr_used_Hz,mean_theta_fz,mean_alpha_pz,mean_ratio,median_ratio,std_ratio,fz_artifact_pct,pz_artifact_pct
baseline_eyes_open,real,179,50.01451759898568,1.775305584825354,3.6741755749316716,0.8237233521083476,0.4287539823698316,1.1103583954781273,1.0176991150442478,0.7522123893805309
baseline_eyes_open,step4,35,250.0,3.053757029414395,3.113961740963985,1.639834968821955,0.602663780781701,3.2321030037358867,1.0176991150442478,0.7522123893805309
baseline_eyes_closed,real,185,49.99680183144052,1.665807433090776,9.87880946464703,0.295064406786696,0.16253213681510056,0.4243435540692327,0.7746790615316512,0.2877379371403276
baseline_eyes_closed,step4,35,250.0,2.5401926986550363,2.036282774826793,1.4445571401956212,0.8731338422314029,1.3352373320463216,0.7746790615316512,0.2877379371403276
low_cognitive_load,real,360,50.01077641486063,1.7525673376421196,3.739223616181099,0.8448304854626872,0.4096270833624944,1.4680609636458162,0.8630227926532419,1.0179243195397212
low_cognitive_load,step4,71,250.0,2.3474907329045838,2.588990858004498,1.874075828933071,0.9542211354914728,2.7159027204909796,0.8630227926532419,1.0179243195397212
high_cognitive_load,real,360,50.016146290524425,1.3473863214887691,3.222620270967472,0.7290437088829791,0.4165373696385712,0.9924154646992903,0.7748505645339827,0.7748505645339827
high_cognitive_load,step4,71,250.0,1.4907342988667023,2.3001374234224667,0.9103350902037827,0.6408796661577666,0.8052163337138192,0.7748505645339827,0.7748505645339827
