timestamp,label,channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7
7096.175930099999,baseline,-126863.8046875,-187506.5,-144840.140625,-19300.015625,-375000.03125,-375000.03125,-154009.421875,-140824.203125
7096.253722099999,baseline,-128208.0390625,-185726.984375,-141926.59375,-15914.7548828125,-375000.03125,-375000.03125,-151441.015625,-151990.25
7096.3148606,baseline,-130782.78125,-187745.890625,-143765.03125,-17685.728515625,-375000.03125,-375000.03125,-153544.046875,-157594.40625
7096.4153076,baseline,-127949.515625,-190059.609375,-147896.4375,-22629.396484375,-375000.03125,-375000.03125,-157099.625,-138256.0
7096.483496399999,baseline,-126964.65625,-186759.953125,-143756.484375,-18100.84375,-375000.03125,-375000.03125,-153010.6875,-143481.15625
7096.563202599999,baseline,-128852.390625,-185888.984375,-141909.515625,-15839.9658203125,-375000.03125,-375000.03125,-151521.703125,-154341.25
7096.6474082,baseline,-131136.828125,-188661.765625,-144856.421875,-18886.732421875,-375000.03125,-375000.03125,-154653.375,-156251.828125
7096.716681199999,baseline,-130440.5703125,-191081.53125,-148413.296875,-22935.52734375,-375000.03125,-375000.03125,-157896.0625,-146222.609375
7096.803420499999,baseline,-127289.6953125,-186180.40625,-142869.75,-17085.896484375,-375000.03125,-375000.03125,-152228.421875,-146530.390625
7096.893958,baseline,-129503.2734375,-186318.0625,-142247.21875,-16156.4658203125,-375000.03125,-375000.03125,-151947.875,-155961.484375
7096.9556244,baseline,-131224.8125,-189565.625,-146056.671875,-20214.068359375,-375000.03125,-375000.03125,-155771.71875,-154040.796875
7097.049959599999,baseline,-129937.6171875,-191171.953125,-148744.734375,-23365.57421875,-375000.03125,-375000.03125,-158137.421875,-143663.546875
7097.119294899999,baseline,-127409.71875,-188907.375,-146588.546875,-21227.5859375,-375000.03125,-375000.03125,-155753.75,-139023.46875
7097.1922619,baseline,-130105.5625,-186955.265625,-142886.921875,-16814.859375,-375000.03125,-375000.03125,-152690.03125,-156808.03125
7097.2714476,baseline,-131010.5859375,-190174.796875,-146958.640625,-21266.1640625,-375000.03125,-375000.03125,-156643.96875,-151432.125
7097.361848,baseline,-129245.4296875,-190882.953125,-148618.046875,-23299.859375,-375000.03125,-375000.03125,-157918.953125,-141330.484375
7097.4375887,baseline,-127225.6796875,-188045.625,-145450.0,-19999.177734375,-375000.03125,-375000.03125,-154643.9375,-140526.078125
7097.5159316,baseline,-127279.7265625,-186326.1875,-143058.265625,-17331.67578125,-375000.03125,-375000.03125,-152453.375,-146031.578125
7097.5702843,baseline,-129235.59375,-186288.234375,-142144.796875,-16146.5869140625,-375000.03125,-375000.03125,-151899.5,-155153.5625
7097.652374699999,baseline,-131122.65625,-189317.4375,-145689.734375,-19890.548828125,-375000.03125,-375000.03125,-155502.6875,-154303.828125
7097.734067199999,baseline,-130258.3203125,-191193.28125,-148662.4375,-23262.443359375,-375000.03125,-375000.03125,-158093.078125,-144530.125
7097.799133,baseline,-127733.328125,-189246.359375,-146964.90625,-21614.224609375,-375000.03125,-375000.03125,-156109.984375,-139157.125
7097.8747288,baseline,-131033.921875,-189413.8125,-145892.015625,-20137.892578125,-375000.03125,-375000.03125,-155723.296875,-153857.640625
7097.9301244,baseline,-130113.2578125,-191221.890625,-148756.9375,-23373.30859375,-375000.03125,-375000.03125,-158161.4375,-144061.59375
7098.008830299999,baseline,-127784.828125,-189180.953125,-146841.875,-21457.5390625,-375000.03125,-375000.03125,-155984.640625,-139457.71875
7098.075113499999,baseline,-127464.078125,-186208.265625,-142808.234375,-17023.53515625,-375000.03125,-375000.03125,-152213.59375,-147279.84375
7098.159194699999,baseline,-129422.140625,-186452.53125,-142346.953125,-16295.806640625,-375000.03125,-375000.03125,-152141.53125,-155755.890625
7098.2908696,baseline,-129453.65625,-191125.421875,-148653.84375,-23273.439453125,-375000.03125,-375000.03125,-157919.671875,-141649.390625
7098.352183999999,baseline,-127339.4921875,-188463.203125,-145638.015625,-20086.21484375,-375000.03125,-375000.03125,-154730.890625,-140463.359375
7098.413373699999,baseline,-127823.71875,-186162.703125,-142132.953125,-16105.0576171875,-375000.03125,-375000.03125,-151518.265625,-150092.984375
7098.474039499999,baseline,-130033.7265625,-187631.359375,-142992.90625,-16905.78515625,-375000.03125,-375000.03125,-152754.546875,-156495.546875
7098.554224199999,baseline,-131027.890625,-191099.5,-147184.125,-21380.962890625,-375000.03125,-375000.03125,-156700.203125,-150897.34375
7098.6297487,baseline,-127225.765625,-188259.625,-144534.5625,-18822.314453125,-375000.03125,-375000.03125,-153622.375,-142380.03125
7098.7166535,baseline,-128304.328125,-186862.546875,-141905.765625,-15827.626953125,-375000.03125,-375000.03125,-151410.171875,-152295.125
7098.797210399999,baseline,-130632.125,-189236.078125,-144050.6875,-17990.828125,-375000.03125,-375000.03125,-153804.21875,-156222.78125
7098.883667099999,baseline,-130884.03125,-192227.09375,-147996.96875,-22310.52734375,-375000.03125,-375000.03125,-157417.109375,-148248.796875
7098.965452,baseline,-128720.921875,-191665.578125,-148197.734375,-22756.712890625,-375000.03125,-375000.03125,-157234.0625,-139549.484375
