session,phase,mean_ratio,n_windows,baseline_ratio,normalized_ratio,relative_change_pct
Dani-Laberinto,pre,9.211978320996677,16,0.160921006988608,57.24534349731488,5624.534349731488
Dani-Laberinto,seg,3.102729038506716,709,0.160921006988608,19.28106899509003,1828.1068995090036
Eli-Laberinto,pre,1.2952413399494829,18,0.3843197989718644,3.370217572486568,237.0217572486568
Eli-Laberinto,seg,1.5642554001411697,952,0.3843197989718644,4.070192075260964,307.0192075260964
Jeromio-Laberinto,pre,4.671137843718936,34,1.0612231810492043,4.401654550271603,340.1654550271603
Jeromio-Laberinto,seg,2.727990077390334,1036,1.0612231810492043,2.570609204647452,157.06092046474518
Joss-Laberinto,pre,7.509995170457376,16,1.4614713016788374,5.138653876973439,413.8653876973439
Joss-Laberinto,seg,5.588632635502576,868,1.4614713016788374,3.8239769943362822,282.39769943362825
