timestamp,phase_label,channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7
7096.483496399999,baseline_start,17.831284057654102,17.38816450604145,3.563030610396254,6.880947306498058,-3.4460699680494145e-05,-3.4460699680494145e-05,7.378396308758511,18.776748693020636
7096.893958,baseline_start,6.351456288188729,1.9018938753947623,6.744920787987212,8.38190212156644,-3.3975242331507616e-05,-3.3975242331507616e-05,12.847697889070787,-15.569329179096258
7097.2714476,baseline_start,-25.91923730441067,-27.22348107701373,-5.3263177692679164,-13.649609226779376,-3.556097544787917e-05,-3.556097544787917e-05,-12.524342781933228,-0.4218355171960866
7097.652374699999,baseline_start,-30.751076851962807,45.34662628142087,31.931402669038107,31.431660308472715,-3.5204370760766324e-05,-3.5204370760766324e-05,11.950149977598358,-96.97317083570033
7098.008830299999,baseline_start,-57.27111679609607,-27.620803147235165,0.14375834755082906,17.690067861235093,-3.5231749279773794e-05,-3.5231749279773794e-05,17.152758716666085,-17.77848870817934
7098.413373699999,baseline_start,-52.18295432628929,16.590203060016393,-16.066574961144397,4.581912967961898,-3.6831565921602305e-05,-3.6831565921602305e-05,8.85030550865531,-109.37168506889248
7098.797210399999,baseline_start,2.1829343678659825,77.88245604506756,39.298486817527646,50.310288730383604,-3.324931640236173e-05,-3.324931640236173e-05,52.1672958998829,-84.53308753887404
7099.2120552,baseline_start,32.246905038939985,-123.34653826906106,6.0702806867689105,5.701940410491773,-3.268757245677989e-05,-3.268757245677989e-05,9.571678820872876,40.747549033131236
7099.596099299999,baseline_start,-33.1922417567871,17.94198600181153,-5.6470138338049765,-25.192769124563256,-3.4885840250353795e-05,-3.4885840250353795e-05,-28.0992839928972,-22.86241881808519
7099.946550799999,baseline_start,0.25239905453736355,17.194543298243843,-11.116125023605491,-9.50595736944075,-3.2856364668987226e-05,-3.2856364668987226e-05,-7.529427598543862,19.892876851292385
7100.370626999999,baseline_start,18.528069578237137,-27.21833516844754,-10.384097587266297,-9.625945307177403,-3.364476197020849e-05,-3.364476197020849e-05,-8.087842693148104,64.2925390612163
7100.771181099999,baseline_start,-44.80396988995108,4.817002788827722,-14.266395550413108,0.32401801394649965,-3.485922934487462e-05,-3.485922934487462e-05,2.0267281706042013,-88.48241511301285
7101.115554799999,baseline_start,23.291818028682883,-30.936441654228474,42.86541993935316,34.64450158228135,-3.600721538532525e-05,-3.600721538532525e-05,33.580524836555924,-24.990479345081894
7101.513080499999,baseline_start,-21.103051404731104,-15.43822162036031,-2.3858377100496,3.217635528936512,-3.7379592868092004e-05,-3.7379592868092004e-05,5.750321581956541,11.270949368844867
7101.869247799999,baseline_start,-15.040286640373779,-35.47706646313736,-53.178114767838906,-50.30260376735686,-3.279395787103567e-05,-3.279395787103567e-05,-41.96506014129227,65.85991299420402
7102.2748087,baseline_start,2.1614136083926496,-28.58184621925011,-52.11808559983774,-79.69346896840523,-3.757759350264678e-05,-3.757759350264678e-05,-81.60734487722993,120.34146765421974
7102.6670935,baseline_start,-67.92830659792344,-63.80921698314478,-9.034467293667603,1.8767320353632044,-3.839332475763513e-05,-3.839332475763513e-05,29.347349194993058,-139.85161757880815
7103.037948,baseline_start,0.6201590856785515,-58.16631611508183,-71.02376354294165,-76.52125218647473,-3.4682962905208115e-05,-3.4682962905208115e-05,-50.68873791434498,112.9768215487602
