tlx_person,subject,nasa_tlx_pct,ratio_low,ratio_high,ratio_delta
Joselin,Joss,47.666666666666664,3.415237490876511,8.966357002672135,5.5511195117956245
Daniel,Daniel,64.0,3.940032368359538,6.687378288674289,2.7473459203147508
Edwin,Edwin,57.0,1.293736608018422,0.2840322409202258,-1.0097043670981962
Jeronimo,Jeronimo,46.333333333333336,0.3548336569788044,0.3860618385845152,0.03122818160571078
Eliza,eliza,54.0,0.085761166443592,0.0519251142284815,-0.0338360522151105
