timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,label
297861.5432837,-77103.234375,-148704.1875,-72417.28125,-118696.1640625,-106630.828125,-149366.6875,-63272.51171875,-110637.8671875,rest
297861.5472837,-77052.8984375,-149153.40625,-72191.125,-118512.0703125,-106686.5703125,-149163.515625,-63176.21875,-110445.328125,rest
297861.55128370004,-77141.7265625,-148960.015625,-72302.125,-118685.8359375,-107025.3359375,-149580.640625,-63613.59765625,-110896.25,rest
297861.55528370006,-77209.765625,-148415.671875,-72557.515625,-118992.90625,-107123.6796875,-150004.734375,-63927.59765625,-111323.796875,rest
297861.5592837001,-77118.296875,-148601.765625,-72466.8125,-118755.0859375,-106669.671875,-149463.734375,-63352.171875,-110734.0234375,rest
297861.5632837001,-77049.859375,-149117.015625,-72200.78125,-118519.71875,-106651.390625,-149153.40625,-63148.14453125,-110429.1953125,rest
297861.5784559,-77129.03125,-149045.046875,-72271.1015625,-118637.2890625,-106970.171875,-149487.5625,-63523.4765625,-110793.03125,rest
297861.58245590003,-77212.265625,-148482.28125,-72528.3671875,-118974.578125,-107179.25,-150010.421875,-63958.80078125,-111330.5,rest
297861.58645590005,-77148.1640625,-148542.40625,-72530.734375,-118833.1796875,-106753.1328125,-149589.625,-63471.3984375,-110861.6953125,rest
297861.59045590006,-77064.0703125,-149077.140625,-72241.328125,-118548.1484375,-106639.40625,-149175.171875,-63154.44921875,-110444.65625,rest
297861.5944559001,-77110.7890625,-149108.4375,-72246.6953125,-118595.625,-106901.90625,-149398.25,-63430.44921875,-110692.8984375,rest
297861.5984559001,-77203.90625,-148553.984375,-72483.3046875,-118931.2109375,-107182.6015625,-149967.140625,-63933.09375,-111288.703125,rest
297861.6024559001,-77147.53125,-148445.265625,-72551.6171875,-118877.3046875,-106810.0390625,-149685.65625,-63562.6796875,-110962.1484375,rest
297861.6064559001,-77050.125,-148983.671875,-72260.3671875,-118554.0078125,-106603.0234375,-149169.6875,-63135.44921875,-110436.703125,rest
297861.61045590014,-77084.0546875,-149151.9375,-72218.796875,-118551.5,-106837.578125,-149305.21875,-63342.65234375,-110596.4296875,rest
297861.6134121,-77181.953125,-148661.578125,-72434.0,-118872.3359375,-107177.859375,-149891.375,-63888.75,-111214.5390625,rest
297861.6174121,-77158.265625,-148403.78125,-72572.9375,-118924.5546875,-106896.5859375,-149790.25,-63677.8359375,-111077.3046875,rest
297861.62141210004,-77071.1796875,-148907.984375,-72316.7421875,-118599.5625,-106601.9453125,-149220.90625,-63171.03515625,-110488.5546875,rest
297861.62541210005,-77080.4375,-149178.265625,-72213.8828125,-118541.53125,-106786.2578125,-149254.3125,-63286.99609375,-110539.65625,rest
297861.62941210007,-77174.9375,-148762.078125,-72397.25,-118816.328125,-107145.140625,-149805.359375,-63821.42578125,-111128.3125,rest
297861.6334121001,-77187.765625,-148380.078125,-72600.296875,-118977.2109375,-106995.296875,-149902.734375,-63800.37109375,-111201.984375,rest
297861.6374121001,-77082.5390625,-148813.265625,-72375.2109375,-118650.4765625,-106620.09375,-149290.296875,-63223.3359375,-110558.4296875,rest
297861.6414121001,-77057.1875,-149182.15625,-72198.1015625,-118522.21875,-106736.4140625,-149200.609375,-63228.03125,-110483.8203125,rest
297861.64541210013,-77153.03125,-148869.28125,-72343.03125,-118744.1328125,-107088.765625,-149690.75,-63717.48828125,-111008.4609375,rest
297861.6460506,-77186.515625,-148373.421875,-72567.9296875,-118976.6328125,-107046.125,-149950.734375,-63857.234375,-111258.0390625,rest
297861.6500506,-77094.0234375,-148701.953125,-72413.34375,-118694.0625,-106621.3515625,-149361.234375,-63269.0234375,-110628.078125,rest
297861.6540506,-77057.7734375,-149169.140625,-72204.046875,-118526.8671875,-106700.515625,-149176.703125,-63191.15234375,-110453.6875,rest
297861.65805060003,-77137.1640625,-148971.25,-72307.21875,-118695.8515625,-107036.5078125,-149588.1875,-63624.328125,-110899.609375,rest
297861.66205060005,-77188.0390625,-148409.625,-72549.5546875,-118982.6640625,-107115.4140625,-149990.75,-63919.99609375,-111307.3046875,rest
297861.66605060006,-77106.046875,-148606.6875,-72465.5625,-118749.09375,-106659.8828125,-149452.921875,-63347.8359375,-110723.03125,rest
297861.6700506001,-77034.1640625,-149109.953125,-72199.7109375,-118512.03125,-106638.78125,-149145.40625,-63143.67578125,-110419.265625,rest
297861.6740506001,-77100.59375,-149030.296875,-72264.75,-118626.9609375,-106952.2421875,-149472.6875,-63509.3046875,-110775.328125,rest
297861.6780506001,-77181.328125,-148452.5,-72513.75,-118958.53125,-107147.640625,-149991.734375,-63934.79296875,-111310.296875,rest
