timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,label
135552.34269679998,-71846.7734375,-158009.0,-133344.59375,-128554.796875,-142849.09375,-151469.5,-81316.4921875,-98487.90625,rest
135552.34669679997,-71522.6328125,-152667.40625,-132637.09375,-133602.796875,-143928.296875,-149895.40625,-75344.109375,-98578.65625,rest
135552.35069679996,-77025.9765625,-152378.796875,-127590.796875,-132521.09375,-149258.90625,-150903.296875,-73697.5,-94009.7265625,rest
135552.35469679994,-77751.34375,-157982.90625,-127376.0,-127629.296875,-148541.296875,-157166.40625,-74605.203125,-92953.03125,rest
135552.35869679993,-76326.2890625,-158670.40625,-132682.5,-127816.203125,-143426.90625,-156568.296875,-81083.6796875,-94345.3671875,rest
135552.36269679992,-71253.828125,-157201.59375,-133265.5,-133017.90625,-143213.796875,-150602.203125,-80600.7890625,-99027.8828125,rest
135552.3666967999,-72243.4296875,-152063.203125,-131867.0,-133185.703125,-148592.703125,-150101.90625,-74446.328125,-97946.40625,rest
135552.3706967999,-77721.4375,-153117.5,-127025.296875,-131736.203125,-149178.5,-156351.0,-73797.2734375,-93412.6328125,rest
135552.37469679987,-77103.4609375,-158682.40625,-128081.6015625,-127130.6015625,-147757.59375,-157285.59375,-80226.2734375,-93651.8828125,rest
135552.3431272,-71846.7734375,-158009.0,-133344.59375,-128554.796875,-142849.09375,-155674.40625,-81316.4921875,-98487.90625,rest
135552.3471272,-71522.6328125,-152667.40625,-132637.09375,-133602.796875,-143928.296875,-149895.40625,-79701.7109375,-98578.65625,rest
135552.35112719997,-77025.9765625,-152378.796875,-127590.796875,-132521.09375,-149258.90625,-150903.296875,-73697.5,-97205.9921875,rest
135552.35512719996,-78223.90625,-157982.90625,-127376.0,-127629.296875,-148541.296875,-157166.40625,-74605.203125,-92953.03125,rest
135552.35912719995,-76326.2890625,-159175.0,-132682.5,-127816.203125,-143426.90625,-156568.296875,-81083.6796875,-94345.3671875,rest
135552.36312719993,-71253.828125,-157201.59375,-133801.59375,-133017.90625,-143213.796875,-150602.203125,-80600.7890625,-99027.8828125,rest
135552.36712719992,-72243.4296875,-152063.203125,-131867.0,-133975.796875,-148592.703125,-150101.90625,-74446.328125,-97946.40625,rest
135552.3711271999,-77721.4375,-153117.5,-127025.296875,-131736.203125,-149718.796875,-156351.0,-73797.2734375,-93412.6328125,rest
135552.3751271999,-77103.4609375,-158682.40625,-128081.6015625,-127130.6015625,-147757.59375,-157734.203125,-80226.2734375,-93651.8828125,rest
135552.3434755,-71846.7734375,-158009.0,-133344.59375,-128554.796875,-142849.09375,-155674.40625,-81718.78125,-98487.90625,rest
135552.3474755,-71522.6328125,-152667.40625,-132637.09375,-133602.796875,-143928.296875,-149895.40625,-79701.7109375,-99353.3203125,rest
135552.35147549998,-73123.28125,-152378.796875,-127590.796875,-132521.09375,-149258.90625,-150903.296875,-73697.5,-97205.9921875,rest
135552.35547549996,-78223.90625,-154007.5,-127376.0,-127629.296875,-148541.296875,-157166.40625,-74605.203125,-92953.03125,rest
135552.35947549995,-76326.2890625,-159175.0,-128934.1015625,-127816.203125,-143426.90625,-156568.296875,-81083.6796875,-94345.3671875,rest
135552.36347549994,-71253.828125,-157201.59375,-133801.59375,-129415.8984375,-143213.796875,-150602.203125,-80600.7890625,-99027.8828125,rest
135552.36747549992,-72243.4296875,-152063.203125,-131867.0,-133975.796875,-144791.796875,-150101.90625,-74446.328125,-97946.40625,rest
135552.3714754999,-77721.4375,-153117.5,-127025.296875,-131736.203125,-149718.796875,-151876.90625,-73797.2734375,-93412.6328125,rest
135552.3754754999,-77103.4609375,-158682.40625,-128081.6015625,-127130.6015625,-147757.59375,-157734.203125,-75615.6796875,-93651.8828125,rest
